Date,Time,DateTime,Energy_level,Mood,Weather_Condition,Current_Activity,Location,Procrastination_Score,Num_Productive_tasks,Notes
27 September 2025 7:00:00 PM,7:00:00 PM,27-09-2025 19:00,,,,,,,,
27 September 2025 8:00:00 PM,8:00:00 PM,27-09-2025 20:00,,,,,,,,
27 September 2025 9:00:00 PM,9:00:00 PM,27-09-2025 21:00,,,,,,,,
27 September 2025 10:00:00 PM,10:00:00 PM,27-09-2025 22:00,,,,,,,,
27 September 2025 11:00:00 PM,11:00:00 PM,27-09-2025 23:00,,,,,,,,
28 September 2025 9:00:00 AM,9:00:00 AM,28-09-2025 09:00,,,,,,,,
28 September 2025 10:00:00 AM,10:00:00 AM,28-09-2025 10:00,,,,,,,,
28 September 2025 11:00:00 AM,11:00:00 AM,28-09-2025 11:00,,,,,,,,
28 September 2025 12:00:00 PM,12:00:00 PM,28-09-2025 12:00,,,,,,,,
28 September 2025 1:00:00 PM,1:00:00 PM,28-09-2025 13:00,,,,,,,,
28 September 2025 2:00:00 PM,2:00:00 PM,28-09-2025 14:00,,,,,,,,
28 September 2025 3:00:00 PM,3:00:00 PM,28-09-2025 15:00,,,,,,,,
28 September 2025 4:00:00 PM,4:00:00 PM,28-09-2025 16:00,,,,,,,,
28 September 2025 5:00:00 PM,5:00:00 PM,28-09-2025 17:00,,,,,,,,
28 September 2025 6:00:00 PM,6:00:00 PM,28-09-2025 18:00,,,,,,,,
28 September 2025 7:00:00 PM,7:00:00 PM,28-09-2025 19:00,,,,,,,,
28 September 2025 8:00:00 PM,8:00:00 PM,28-09-2025 20:00,,,,,,,,
28 September 2025 9:00:00 PM,9:00:00 PM,28-09-2025 21:00,,,,,,,,
28 September 2025 10:00:00 PM,10:00:00 PM,28-09-2025 22:00,,,,,,,,
28 September 2025 11:00:00 PM,11:00:00 PM,28-09-2025 23:00,,,,,,,,
29 September 2025 9:00:00 AM,9:00:00 AM,29-09-2025 09:00,,,,,,,,
29 September 2025 10:00:00 AM,10:00:00 AM,29-09-2025 10:00,,,,,,,,
29 September 2025 11:00:00 AM,11:00:00 AM,29-09-2025 11:00,,,,,,,,
29 September 2025 12:00:00 PM,12:00:00 PM,29-09-2025 12:00,,,,,,,,
29 September 2025 1:00:00 PM,1:00:00 PM,29-09-2025 13:00,,,,,,,,
29 September 2025 2:00:00 PM,2:00:00 PM,29-09-2025 14:00,,,,,,,,
29 September 2025 3:00:00 PM,3:00:00 PM,29-09-2025 15:00,,,,,,,,
29 September 2025 4:00:00 PM,4:00:00 PM,29-09-2025 16:00,,,,,,,,
29 September 2025 5:00:00 PM,5:00:00 PM,29-09-2025 17:00,,,,,,,,
29 September 2025 6:00:00 PM,6:00:00 PM,29-09-2025 18:00,,,,,,,,
29 September 2025 7:00:00 PM,7:00:00 PM,29-09-2025 19:00,,,,,,,,
29 September 2025 8:00:00 PM,8:00:00 PM,29-09-2025 20:00,,,,,,,,
29 September 2025 9:00:00 PM,9:00:00 PM,29-09-2025 21:00,,,,,,,,
29 September 2025 10:00:00 PM,10:00:00 PM,29-09-2025 22:00,,,,,,,,
29 September 2025 11:00:00 PM,11:00:00 PM,29-09-2025 23:00,,,,,,,,
30 September 2025 9:00:00 AM,9:00:00 AM,30-09-2025 09:00,,,,,,,,
30 September 2025 10:00:00 AM,10:00:00 AM,30-09-2025 10:00,,,,,,,,
30 September 2025 11:00:00 AM,11:00:00 AM,30-09-2025 11:00,,,,,,,,
30 September 2025 12:00:00 PM,12:00:00 PM,30-09-2025 12:00,,,,,,,,
30 September 2025 1:00:00 PM,1:00:00 PM,30-09-2025 13:00,,,,,,,,
30 September 2025 2:00:00 PM,2:00:00 PM,30-09-2025 14:00,,,,,,,,
30 September 2025 3:00:00 PM,3:00:00 PM,30-09-2025 15:00,,,,,,,,
30 September 2025 4:00:00 PM,4:00:00 PM,30-09-2025 16:00,,,,,,,,
30 September 2025 5:00:00 PM,5:00:00 PM,30-09-2025 17:00,,,,,,,,
30 September 2025 6:00:00 PM,6:00:00 PM,30-09-2025 18:00,,,,,,,,
30 September 2025 7:00:00 PM,7:00:00 PM,30-09-2025 19:00,,,,,,,,
30 September 2025 8:00:00 PM,8:00:00 PM,30-09-2025 20:00,,,,,,,,
30 September 2025 9:00:00 PM,9:00:00 PM,30-09-2025 21:00,,,,,,,,
30 September 2025 10:00:00 PM,10:00:00 PM,30-09-2025 22:00,,,,,,,,
30 September 2025 11:00:00 PM,11:00:00 PM,30-09-2025 23:00,,,,,,,,
01 October 2025 9:00:00 AM,9:00:00 AM,01-10-2025 09:00,,,,,,,,
01 October 2025 10:00:00 AM,10:00:00 AM,01-10-2025 10:00,,,,,,,,
01 October 2025 11:00:00 AM,11:00:00 AM,01-10-2025 11:00,,,,,,,,
01 October 2025 12:00:00 PM,12:00:00 PM,01-10-2025 12:00,,,,,,,,
01 October 2025 1:00:00 PM,1:00:00 PM,01-10-2025 13:00,,,,,,,,
01 October 2025 2:00:00 PM,2:00:00 PM,01-10-2025 14:00,,,,,,,,
01 October 2025 3:00:00 PM,3:00:00 PM,01-10-2025 15:00,,,,,,,,
01 October 2025 4:00:00 PM,4:00:00 PM,01-10-2025 16:00,,,,,,,,
01 October 2025 5:00:00 PM,5:00:00 PM,01-10-2025 17:00,,,,,,,,
01 October 2025 6:00:00 PM,6:00:00 PM,01-10-2025 18:00,,,,,,,,
01 October 2025 7:00:00 PM,7:00:00 PM,01-10-2025 19:00,,,,,,,,
01 October 2025 8:00:00 PM,8:00:00 PM,01-10-2025 20:00,,,,,,,,
01 October 2025 9:00:00 PM,9:00:00 PM,01-10-2025 21:00,,,,,,,,
01 October 2025 10:00:00 PM,10:00:00 PM,01-10-2025 22:00,,,,,,,,
01 October 2025 11:00:00 PM,11:00:00 PM,01-10-2025 23:00,,,,,,,,
02 October 2025 9:00:00 AM,9:00:00 AM,02-10-2025 09:00,,,,,,,,
02 October 2025 10:00:00 AM,10:00:00 AM,02-10-2025 10:00,,,,,,,,
02 October 2025 11:00:00 AM,11:00:00 AM,02-10-2025 11:00,,,,,,,,
02 October 2025 12:00:00 PM,12:00:00 PM,02-10-2025 12:00,,,,,,,,
02 October 2025 1:00:00 PM,1:00:00 PM,02-10-2025 13:00,,,,,,,,
02 October 2025 2:00:00 PM,2:00:00 PM,02-10-2025 14:00,,,,,,,,
02 October 2025 3:00:00 PM,3:00:00 PM,02-10-2025 15:00,,,,,,,,
02 October 2025 4:00:00 PM,4:00:00 PM,02-10-2025 16:00,,,,,,,,
02 October 2025 5:00:00 PM,5:00:00 PM,02-10-2025 17:00,,,,,,,,
02 October 2025 6:00:00 PM,6:00:00 PM,02-10-2025 18:00,,,,,,,,
02 October 2025 7:00:00 PM,7:00:00 PM,02-10-2025 19:00,,,,,,,,
02 October 2025 8:00:00 PM,8:00:00 PM,02-10-2025 20:00,,,,,,,,
02 October 2025 9:00:00 PM,9:00:00 PM,02-10-2025 21:00,,,,,,,,
02 October 2025 10:00:00 PM,10:00:00 PM,02-10-2025 22:00,,,,,,,,
02 October 2025 11:00:00 PM,11:00:00 PM,02-10-2025 23:00,,,,,,,,
03 October 2025 9:00:00 AM,9:00:00 AM,03-10-2025 09:00,,,,,,,,
03 October 2025 10:00:00 AM,10:00:00 AM,03-10-2025 10:00,,,,,,,,
03 October 2025 11:00:00 AM,11:00:00 AM,03-10-2025 11:00,,,,,,,,
03 October 2025 12:00:00 PM,12:00:00 PM,03-10-2025 12:00,,,,,,,,
03 October 2025 1:00:00 PM,1:00:00 PM,03-10-2025 13:00,,,,,,,,
03 October 2025 2:00:00 PM,2:00:00 PM,03-10-2025 14:00,,,,,,,,
03 October 2025 3:00:00 PM,3:00:00 PM,03-10-2025 15:00,,,,,,,,
03 October 2025 4:00:00 PM,4:00:00 PM,03-10-2025 16:00,,,,,,,,
03 October 2025 5:00:00 PM,5:00:00 PM,03-10-2025 17:00,,,,,,,,
03 October 2025 6:00:00 PM,6:00:00 PM,03-10-2025 18:00,,,,,,,,
03 October 2025 7:00:00 PM,7:00:00 PM,03-10-2025 19:00,,,,,,,,
03 October 2025 8:00:00 PM,8:00:00 PM,03-10-2025 20:00,,,,,,,,
03 October 2025 9:00:00 PM,9:00:00 PM,03-10-2025 21:00,,,,,,,,
03 October 2025 10:00:00 PM,10:00:00 PM,03-10-2025 22:00,,,,,,,,
03 October 2025 11:00:00 PM,11:00:00 PM,03-10-2025 23:00,,,,,,,,
04 October 2025 9:00:00 AM,9:00:00 AM,04-10-2025 09:00,,,,,,,,
04 October 2025 10:00:00 AM,10:00:00 AM,04-10-2025 10:00,,,,,,,,
04 October 2025 11:00:00 AM,11:00:00 AM,04-10-2025 11:00,,,,,,,,
04 October 2025 12:00:00 PM,12:00:00 PM,04-10-2025 12:00,,,,,,,,
04 October 2025 1:00:00 PM,1:00:00 PM,04-10-2025 13:00,,,,,,,,
04 October 2025 2:00:00 PM,2:00:00 PM,04-10-2025 14:00,,,,,,,,
04 October 2025 3:00:00 PM,3:00:00 PM,04-10-2025 15:00,,,,,,,,
04 October 2025 4:00:00 PM,4:00:00 PM,04-10-2025 16:00,,,,,,,,
04 October 2025 5:00:00 PM,5:00:00 PM,04-10-2025 17:00,,,,,,,,
04 October 2025 6:00:00 PM,6:00:00 PM,04-10-2025 18:00,,,,,,,,
04 October 2025 7:00:00 PM,7:00:00 PM,04-10-2025 19:00,,,,,,,,
04 October 2025 8:00:00 PM,8:00:00 PM,04-10-2025 20:00,,,,,,,,
04 October 2025 9:00:00 PM,9:00:00 PM,04-10-2025 21:00,,,,,,,,
04 October 2025 10:00:00 PM,10:00:00 PM,04-10-2025 22:00,,,,,,,,
04 October 2025 11:00:00 PM,11:00:00 PM,04-10-2025 23:00,,,,,,,,
05 October 2025 9:00:00 AM,9:00:00 AM,05-10-2025 09:00,,,,,,,,
05 October 2025 10:00:00 AM,10:00:00 AM,05-10-2025 10:00,,,,,,,,
05 October 2025 11:00:00 AM,11:00:00 AM,05-10-2025 11:00,,,,,,,,
05 October 2025 12:00:00 PM,12:00:00 PM,05-10-2025 12:00,,,,,,,,
05 October 2025 1:00:00 PM,1:00:00 PM,05-10-2025 13:00,,,,,,,,
05 October 2025 2:00:00 PM,2:00:00 PM,05-10-2025 14:00,,,,,,,,
05 October 2025 3:00:00 PM,3:00:00 PM,05-10-2025 15:00,,,,,,,,
05 October 2025 4:00:00 PM,4:00:00 PM,05-10-2025 16:00,,,,,,,,
05 October 2025 5:00:00 PM,5:00:00 PM,05-10-2025 17:00,,,,,,,,
05 October 2025 6:00:00 PM,6:00:00 PM,05-10-2025 18:00,,,,,,,,
05 October 2025 7:00:00 PM,7:00:00 PM,05-10-2025 19:00,,,,,,,,
05 October 2025 8:00:00 PM,8:00:00 PM,05-10-2025 20:00,,,,,,,,
05 October 2025 9:00:00 PM,9:00:00 PM,05-10-2025 21:00,,,,,,,,
05 October 2025 10:00:00 PM,10:00:00 PM,05-10-2025 22:00,,,,,,,,
05 October 2025 11:00:00 PM,11:00:00 PM,05-10-2025 23:00,,,,,,,,
